"treatmentid","siteid","restorationtype","tsr_start_year","trt_year","trt_tsr","treatmentmonth","treatment_category","treatment_type"
"4_66",132,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_66",132,"seeding",2005,2006,52,4,"invasion control","mowing"
"4_66",132,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_66",132,"seeding",2005,2007,104,4,"invasion control","mowing"
"4_66",132,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_66",132,"seeding",2005,2008,157,4,"invasion control","mowing"
"4_66",132,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_67",132,"passive",2005,2005,0,4,"invasion control","mowing"
"4_67",132,"passive",2005,2005,26,10,"invasion control","mowing"
"4_67",132,"passive",2005,2006,52,4,"invasion control","mowing"
"4_67",132,"passive",2005,2006,78,10,"invasion control","mowing"
"4_67",132,"passive",2005,2007,104,4,"invasion control","mowing"
"4_67",132,"passive",2005,2007,130,10,"invasion control","mowing"
"4_67",132,"passive",2005,2008,157,4,"invasion control","mowing"
"4_67",132,"passive",2005,2008,183,10,"invasion control","mowing"
"4_68",132,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_68",132,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_68",132,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_68",132,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_69",132,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_69",132,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_69",132,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_69",132,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_70",132,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_70",132,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_70",132,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_70",132,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_71",132,"passive",2005,2005,26,10,"invasion control","mowing"
"4_71",132,"passive",2005,2006,78,10,"invasion control","mowing"
"4_71",132,"passive",2005,2007,130,10,"invasion control","mowing"
"4_71",132,"passive",2005,2008,183,10,"invasion control","mowing"
"4_80",133,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_81",133,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_82",133,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_83",133,"passive",2005,2005,0,4,"invasion control","mowing"
"4_84",133,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_84",133,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_84",133,"seeding",2005,2006,52,4,"invasion control","mowing"
"4_84",133,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_84",133,"seeding",2005,2007,104,4,"invasion control","mowing"
"4_84",133,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_84",133,"seeding",2005,2008,157,4,"invasion control","mowing"
"4_84",133,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_85",133,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_85",133,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_85",133,"seeding",2005,2006,52,4,"invasion control","mowing"
"4_85",133,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_85",133,"seeding",2005,2007,104,4,"invasion control","mowing"
"4_85",133,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_85",133,"seeding",2005,2008,157,4,"invasion control","mowing"
"4_85",133,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_86",133,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_86",133,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_86",133,"seeding",2005,2006,52,4,"invasion control","mowing"
"4_86",133,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_86",133,"seeding",2005,2007,104,4,"invasion control","mowing"
"4_86",133,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_86",133,"seeding",2005,2008,157,4,"invasion control","mowing"
"4_86",133,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_87",133,"passive",2005,2005,0,4,"invasion control","mowing"
"4_87",133,"passive",2005,2005,26,10,"invasion control","mowing"
"4_87",133,"passive",2005,2006,52,4,"invasion control","mowing"
"4_87",133,"passive",2005,2006,78,10,"invasion control","mowing"
"4_87",133,"passive",2005,2007,104,4,"invasion control","mowing"
"4_87",133,"passive",2005,2007,130,10,"invasion control","mowing"
"4_87",133,"passive",2005,2008,157,4,"invasion control","mowing"
"4_87",133,"passive",2005,2008,183,10,"invasion control","mowing"
"4_88",133,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_88",133,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_88",133,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_88",133,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_89",133,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_89",133,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_89",133,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_89",133,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_90",133,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_90",133,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_90",133,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_90",133,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_91",133,"passive",2005,2005,26,10,"invasion control","mowing"
"4_91",133,"passive",2005,2006,78,10,"invasion control","mowing"
"4_91",133,"passive",2005,2007,130,10,"invasion control","mowing"
"4_91",133,"passive",2005,2008,183,10,"invasion control","mowing"
"5_1",197,"experimental restoration",2010,2010,0,7,"mowing ","mowing"
"5_1",197,"experimental restoration",2010,2011,52,7,"mowing ","mowing"
"5_1",197,"experimental restoration",2010,2012,104,7,"mowing ","mowing"
"5_1",197,"experimental restoration",2010,2013,156,7,"mowing ","mowing"
"5_1",197,"experimental restoration",2010,2014,208,7,"mowing ","mowing"
"5_1",197,"experimental restoration",2010,2015,260,7,"mowing ","mowing"
"5_1",197,"experimental restoration",2010,2016,312,7,"mowing ","mowing"
"5_1",139,"other",2009,2009,0,5,"mowing","mowing"
"5_1",139,"other",2009,2010,61,7,"mowing","mowing"
"5_1",139,"other",2009,2011,113,7,"mowing","mowing"
"5_1",139,"other",2009,2012,165,7,"mowing","mowing"
"5_1",139,"other",2009,2013,217,7,"mowing","mowing"
"5_1",139,"other",2009,2014,270,7,"mowing","mowing"
"5_1",139,"other",2009,2015,322,7,"mowing","mowing"
"5_1",139,"other",2009,2016,374,7,"mowing","mowing"
"5_1",139,"other",2009,2016,378,8,"mowing","mowing"
"5_1",139,"other",2009,2017,426,7,"mowing","mowing"
"5_1",139,"other",2009,2017,431,8,"mowing","mowing"
"5_1",139,"other",2009,2018,478,7,"mowing","mowing"
"5_1",139,"other",2009,2018,483,8,"mowing","mowing"
"5_1",139,"other",2009,2018,478,7,"mowing","mowing"
"5_1",139,"other",2009,2019,535,8,"mowing","mowing"
"5_1",139,"other",2009,2020,583,7,"mowing","mowing"
"5_1",139,"other",2009,2020,587,8,"mowing","mowing"
"5_1",139,"other",2009,2021,635,7,"mowing","mowing"
"5_1",139,"other",2009,2021,639,8,"mowing","mowing"
"5_1",139,"other",2009,2022,687,7,"mowing","mowing"
"5_1",139,"other",2009,2022,691,8,"mowing","mowing"
"5_2",139,"other",2009,2009,0,5,"mowing","mowing"
"5_2",139,"other",2009,2010,61,7,"mowing","mowing"
"5_2",139,"other",2009,2011,113,7,"mowing","mowing"
"5_2",139,"other",2009,2012,165,7,"mowing","mowing"
"5_2",139,"other",2009,2013,217,7,"mowing","mowing"
"5_2",139,"other",2009,2014,270,7,"mowing","mowing"
"5_2",139,"other",2009,2015,322,7,"mowing","mowing"
"5_2",139,"other",2009,2016,374,7,"mowing","mowing"
"5_2",139,"other",2009,2016,378,8,"mowing","mowing"
"5_2",139,"other",2009,2017,426,7,"mowing","mowing"
"5_2",139,"other",2009,2017,431,8,"mowing","mowing"
"5_2",139,"other",2009,2018,478,7,"mowing","mowing"
"5_2",139,"other",2009,2018,483,8,"mowing","mowing"
"5_2",139,"other",2009,2018,478,7,"mowing","mowing"
"5_2",139,"other",2009,2019,535,8,"mowing","mowing"
"5_2",139,"other",2009,2020,583,7,"mowing","mowing"
"5_2",139,"other",2009,2020,587,8,"mowing","mowing"
"5_2",139,"other",2009,2021,635,7,"mowing","mowing"
"5_2",139,"other",2009,2021,639,8,"mowing","mowing"
"5_2",139,"other",2009,2022,687,7,"mowing","mowing"
"5_2",139,"other",2009,2022,691,8,"mowing","mowing"
